Segmento,Estado,Regiao,IDSubcategoriaProduto,QuantidadeItens,Data,Pais,Nome Estado
Loja Especializada,SP,Sudeste,603,24,"Friday, November 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,401,144,"Friday, November 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,402,144,"Friday, November 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,403,72,"Friday, November 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,501,48,"Friday, November 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,101,24,"Friday, November 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,601,24,"Sunday, December 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,602,24,"Sunday, December 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,603,24,"Sunday, December 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,101,24,"Sunday, December 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,201,96,"Sunday, December 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,202,96,"Sunday, December 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,203,48,"Sunday, December 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,204,96,"Sunday, December 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,205,96,"Sunday, December 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,401,144,"Sunday, December 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,402,144,"Sunday, December 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,403,72,"Sunday, December 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,801,72,"Sunday, December 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,501,48,"Sunday, December 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,701,24,"Sunday, December 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,301,48,"Sunday, December 1, 2024",Brazil,Sao Paulo
Loja Especializada,SP,Sudeste,302,48,"Sunday, December 1, 2024",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,40,"Sunday, May 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,40,"Sunday, May 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,20,"Sunday, May 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,204,40,"Sunday, May 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,205,40,"Sunday, May 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,80,"Sunday, May 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,80,"Sunday, May 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,40,"Sunday, May 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,80,"Wednesday, June 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,80,"Wednesday, June 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,40,"Wednesday, June 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,40,"Wednesday, June 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,40,"Wednesday, June 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,20,"Wednesday, June 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,204,40,"Wednesday, June 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,205,40,"Wednesday, June 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,80,"Friday, July 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,80,"Friday, July 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,40,"Friday, July 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,40,"Friday, July 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,40,"Friday, July 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,20,"Friday, July 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,204,40,"Friday, July 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,205,40,"Friday, July 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,28,"Monday, August 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,28,"Monday, August 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,14,"Monday, August 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,601,10,"Monday, August 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,602,10,"Monday, August 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,603,20,"Monday, August 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,604,20,"Monday, August 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,605,20,"Monday, August 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,102,6,"Monday, August 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,103,6,"Monday, August 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,76,"Monday, August 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,76,"Monday, August 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,38,"Monday, August 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,204,76,"Monday, August 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,205,76,"Monday, August 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,501,20,"Monday, August 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,502,10,"Monday, August 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,76,"Thursday, September 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,76,"Thursday, September 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,38,"Thursday, September 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,204,76,"Thursday, September 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,205,76,"Thursday, September 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,501,20,"Thursday, September 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,502,10,"Thursday, September 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,28,"Thursday, September 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,28,"Thursday, September 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,14,"Thursday, September 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,601,10,"Thursday, September 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,602,10,"Thursday, September 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,603,20,"Thursday, September 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,604,20,"Thursday, September 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,605,20,"Thursday, September 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,102,6,"Thursday, September 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,103,6,"Thursday, September 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,601,10,"Saturday, October 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,602,10,"Saturday, October 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,603,20,"Saturday, October 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,604,20,"Saturday, October 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,605,20,"Saturday, October 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,501,20,"Saturday, October 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,502,10,"Saturday, October 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,76,"Saturday, October 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,76,"Saturday, October 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,38,"Saturday, October 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,204,76,"Saturday, October 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,205,76,"Saturday, October 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,102,6,"Saturday, October 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,103,6,"Saturday, October 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,28,"Saturday, October 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,28,"Saturday, October 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,14,"Saturday, October 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,30,"Tuesday, November 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,30,"Tuesday, November 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,15,"Tuesday, November 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,204,30,"Tuesday, November 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,205,30,"Tuesday, November 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,501,18,"Tuesday, November 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,502,9,"Tuesday, November 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,802,3,"Tuesday, November 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,303,6,"Tuesday, November 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,66,"Tuesday, November 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,66,"Tuesday, November 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,33,"Tuesday, November 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,701,15,"Tuesday, November 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,102,3,"Tuesday, November 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,802,3,"Thursday, December 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,701,15,"Thursday, December 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,66,"Thursday, December 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,66,"Thursday, December 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,33,"Thursday, December 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,303,6,"Thursday, December 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,30,"Thursday, December 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,30,"Thursday, December 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,15,"Thursday, December 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,204,30,"Thursday, December 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,205,30,"Thursday, December 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,102,3,"Thursday, December 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,501,18,"Thursday, December 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,502,9,"Thursday, December 1, 2022",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,30,"Sunday, January 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,30,"Sunday, January 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,15,"Sunday, January 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,204,30,"Sunday, January 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,205,30,"Sunday, January 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,802,3,"Sunday, January 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,701,15,"Sunday, January 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,66,"Sunday, January 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,66,"Sunday, January 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,33,"Sunday, January 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,102,3,"Sunday, January 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,501,18,"Sunday, January 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,502,9,"Sunday, January 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,303,6,"Sunday, January 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,801,64,"Wednesday, February 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,64,"Wednesday, February 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,64,"Wednesday, February 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,32,"Wednesday, February 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,72,"Wednesday, February 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,72,"Wednesday, February 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,36,"Wednesday, February 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,204,72,"Wednesday, February 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,205,72,"Wednesday, February 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,72,"Wednesday, March 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,72,"Wednesday, March 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,36,"Wednesday, March 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,204,72,"Wednesday, March 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,205,72,"Wednesday, March 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,64,"Wednesday, March 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,64,"Wednesday, March 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,32,"Wednesday, March 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,801,64,"Wednesday, March 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,64,"Saturday, April 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,64,"Saturday, April 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,32,"Saturday, April 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,801,64,"Saturday, April 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,72,"Saturday, April 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,72,"Saturday, April 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,36,"Saturday, April 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,204,72,"Saturday, April 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,205,72,"Saturday, April 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,136,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,136,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,68,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,601,32,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,602,32,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,603,64,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,604,64,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,605,64,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,96,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,96,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,48,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,204,96,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,205,96,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,701,20,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,801,64,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,301,40,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,302,40,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,303,20,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,304,40,"Monday, May 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,96,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,96,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,48,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,204,96,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,205,96,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,801,64,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,701,20,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,136,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,136,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,68,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,601,32,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,602,32,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,603,64,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,604,64,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,605,64,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,301,40,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,302,40,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,303,20,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,304,40,"Thursday, June 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,701,20,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,801,64,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,136,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,136,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,68,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,601,32,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,602,32,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,603,64,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,604,64,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,605,64,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,96,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,96,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,48,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,204,96,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,205,96,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,301,40,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,302,40,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,303,20,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,304,40,"Saturday, July 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,701,20,"Tuesday, August 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,702,20,"Tuesday, August 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,301,40,"Tuesday, August 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,302,40,"Tuesday, August 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,303,20,"Tuesday, August 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,304,40,"Tuesday, August 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,112,"Tuesday, August 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,112,"Tuesday, August 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,56,"Tuesday, August 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,204,112,"Tuesday, August 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,205,112,"Tuesday, August 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,801,96,"Tuesday, August 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,501,32,"Tuesday, August 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,96,"Tuesday, August 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,96,"Tuesday, August 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,48,"Tuesday, August 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,801,96,"Friday, September 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,701,20,"Friday, September 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,702,20,"Friday, September 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,112,"Friday, September 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,112,"Friday, September 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,56,"Friday, September 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,204,112,"Friday, September 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,205,112,"Friday, September 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,96,"Friday, September 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,96,"Friday, September 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,48,"Friday, September 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,301,40,"Friday, September 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,302,40,"Friday, September 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,303,20,"Friday, September 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,304,40,"Friday, September 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,501,32,"Friday, September 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,96,"Sunday, October 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,96,"Sunday, October 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,48,"Sunday, October 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,801,96,"Sunday, October 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,112,"Sunday, October 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,112,"Sunday, October 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,56,"Sunday, October 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,204,112,"Sunday, October 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,205,112,"Sunday, October 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,501,32,"Sunday, October 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,301,40,"Sunday, October 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,302,40,"Sunday, October 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,303,20,"Sunday, October 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,304,40,"Sunday, October 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,701,20,"Sunday, October 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,702,20,"Sunday, October 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,501,40,"Wednesday, November 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,502,20,"Wednesday, November 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,401,136,"Wednesday, November 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,402,136,"Wednesday, November 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,403,68,"Wednesday, November 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,601,28,"Wednesday, November 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,602,28,"Wednesday, November 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,603,56,"Wednesday, November 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,604,56,"Wednesday, November 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,605,56,"Wednesday, November 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,701,20,"Wednesday, November 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,301,32,"Wednesday, November 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,302,32,"Wednesday, November 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,304,32,"Wednesday, November 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,801,64,"Wednesday, November 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,201,112,"Wednesday, November 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,202,112,"Wednesday, November 1, 2023",Brazil,Sao Paulo
Grande Varejista,SP,Sudeste,203,56,"Wednesday, November 1, 2023",Brazil,Sao Paulo
